cliente_id;data_registro;idade;genero;localizacao;plano;metodo_pagamento;qtd_meses_assinatura;logins_mensais;horas_uso_mensais;tickets_suporte_mensais;feedback_positivo_mensal;feedback_negativo_mensal;churn_pred
923;2022-12-12;34;M;Borges de Cavalcante;Standard;PayPal;12;18;146;9;5;3;1
924;2024-02-20;46;M;Pacheco de Castro;Básico;Boleto;35;48;126;9;9;1;0
925;2022-05-17;43;F;da Rocha do Amparo;Standard;Cartão de Crédito;35;20;41;4;8;4;1
926;2023-01-22;66;F;Marques Verde;Standard;PayPal;25;7;81;10;2;3;0
927;2023-01-07;65;M;Marques;Básico;Cartão de Crédito;22;37;28;5;0;5;0
928;2022-03-02;43;M;da Mota do Galho;Básico;PayPal;1;1;17;1;4;0;1
929;2022-09-02;61;M;Cardoso;Básico;Cartão de Crédito;26;32;29;0;5;1;1
930;2021-10-03;70;M;Melo da Mata;Standard;PayPal;28;35;76;6;8;0;1
931;2023-09-06;26;F;Novaes da Praia;Premium;PayPal;9;33;36;2;8;3;1
932;2023-02-10;26;M;Cunha de Costela;Básico;PayPal;18;40;42;10;5;2;0
933;2022-03-23;54;F;Ferreira;Standard;Cartão de Crédito;24;3;89;0;3;3;0
934;2024-01-17;70;F;Ramos das Flores;Básico;PayPal;20;18;148;2;10;4;1
935;2023-05-05;67;F;Albuquerque;Standard;Boleto;5;13;123;5;1;0;1
936;2024-06-19;62;F;Freitas das Pedras;Premium;Cartão de Crédito;19;17;110;9;8;3;0
937;2022-04-25;64;F;Lima de Minas;Premium;PayPal;26;23;99;10;10;0;0
938;2021-12-07;23;F;Cardoso Paulista;Standard;Boleto;35;29;38;10;6;4;0
939;2023-03-14;43;F;Sá da Prata;Premium;PayPal;29;34;66;0;1;0;1
940;2023-11-24;54;F;Nogueira;Premium;PayPal;24;37;7;8;1;2;0
941;2023-07-31;53;M;Moraes de da Costa;Standard;PayPal;24;19;57;8;7;3;0
942;2022-10-31;53;M;Ribeiro do Amparo;Básico;PayPal;6;13;195;4;10;2;0
943;2024-02-06;33;M;da Cunha;Standard;Cartão de Crédito;23;20;14;5;3;1;1
944;2023-02-21;52;M;Cirino do Amparo;Premium;PayPal;30;8;19;2;2;0;1
945;2023-07-24;64;M;Freitas;Standard;PayPal;17;31;40;9;4;5;0
946;2024-01-29;42;M;Garcia de Minas;Básico;Boleto;21;33;112;6;0;5;0
947;2023-02-20;22;F;Carvalho;Básico;Cartão de Crédito;13;12;178;7;4;4;0
948;2022-05-15;51;F;da Paz de Silva;Premium;Cartão de Crédito;10;30;114;5;4;1;0
949;2024-01-10;23;M;Santos;Premium;Cartão de Crédito;16;10;173;4;2;2;0
950;2023-06-23;26;F;Mendes do Oeste;Standard;Boleto;15;10;153;2;10;1;1
951;2023-11-23;57;M;Ribeiro;Standard;Boleto;29;39;191;2;1;0;1
952;2024-05-03;45;F;Rios das Pedras;Standard;PayPal;27;12;166;5;7;1;1
953;2022-05-14;68;M;da Mata;Básico;Cartão de Crédito;33;45;195;1;0;0;0
954;2023-06-05;46;M;Santos;Premium;Boleto;18;11;26;0;9;3;0
955;2023-01-29;41;M;Fogaça Paulista;Premium;Cartão de Crédito;24;1;123;3;4;3;0
956;2023-09-02;32;F;Cavalcanti Alegre;Premium;Cartão de Crédito;33;45;129;9;2;4;0
957;2021-12-22;22;M;Carvalho da Serra;Standard;PayPal;12;34;10;1;9;4;0
958;2021-08-04;22;M;Caldeira da Mata;Standard;Cartão de Crédito;6;44;10;1;0;3;1
959;2023-07-04;62;M;Silveira;Básico;Cartão de Crédito;24;28;73;4;7;4;1
960;2021-08-01;63;M;da Conceição Verde;Standard;PayPal;35;3;197;0;9;2;0
961;2023-05-16;66;F;Cardoso;Básico;Boleto;11;20;85;3;9;1;1
962;2021-08-22;35;F;Ferreira de Pastor;Premium;PayPal;21;7;91;0;0;4;0
963;2021-08-11;37;F;Farias de Marques;Standard;PayPal;3;42;72;10;5;3;1
964;2024-01-03;41;F;Brito da Serra;Standard;Boleto;2;37;9;5;0;4;0
965;2022-07-30;61;F;das Neves;Premium;PayPal;7;26;124;3;2;2;0
966;2023-04-01;69;F;Vargas;Standard;PayPal;2;9;64;7;5;5;1
967;2023-02-06;22;M;Caldeira das Flores;Premium;PayPal;3;5;114;8;0;5;0
968;2021-10-21;55;F;Barros;Standard;Boleto;32;18;190;5;8;1;1
969;2022-02-04;39;M;das Neves da Mata;Standard;Cartão de Crédito;16;28;96;0;8;3;0
970;2021-11-20;61;F;Andrade da Praia;Básico;Boleto;1;28;93;8;10;3;0
971;2023-10-02;21;F;Cirino da Serra;Standard;Boleto;24;31;75;10;1;5;0
972;2022-06-04;62;M;Martins;Premium;PayPal;33;2;181;4;3;2;1
973;2023-12-29;47;F;Rezende do Galho;Básico;Boleto;13;12;47;2;2;4;1
974;2024-05-25;26;F;Gomes;Premium;PayPal;25;38;97;8;5;4;1
975;2023-03-08;67;M;Vieira Alegre;Premium;Cartão de Crédito;22;21;70;2;8;1;0
976;2023-12-03;66;M;Novaes;Standard;PayPal;10;28;104;4;3;0;1
977;2022-10-22;42;F;Silva;Básico;PayPal;12;49;79;2;8;0;1
978;2021-11-28;30;F;da Cruz;Básico;Boleto;35;25;93;3;1;2;0
979;2023-01-21;44;F;Souza de Guerra;Premium;Boleto;35;43;27;7;1;2;0
980;2022-02-02;63;M;Fernandes;Standard;Boleto;21;48;29;1;10;2;1
981;2023-09-01;67;M;Mendes;Standard;Cartão de Crédito;7;12;23;9;8;3;1
982;2022-11-03;67;F;Monteiro;Básico;Cartão de Crédito;24;36;41;4;7;3;1
983;2021-08-03;46;M;Andrade Paulista;Básico;Boleto;33;19;154;8;5;1;1
984;2023-02-07;25;M;Viana da Prata;Standard;PayPal;1;21;105;5;4;2;0
985;2023-05-20;58;M;Ferreira;Básico;PayPal;17;36;26;7;0;0;1
986;2023-07-17;61;F;Rodrigues;Premium;Cartão de Crédito;3;35;35;1;1;1;0
987;2022-04-22;33;F;Pimenta;Standard;PayPal;31;23;52;10;8;4;1
988;2023-03-23;18;M;Vieira;Standard;Cartão de Crédito;32;1;65;0;5;4;1
989;2023-02-05;59;F;Macedo do Norte;Premium;PayPal;8;31;100;3;8;5;1
990;2022-12-13;42;F;Fonseca;Standard;Boleto;30;11;106;10;7;5;1
991;2021-10-28;22;F;Ribeiro da Mata;Standard;PayPal;19;26;72;5;3;2;1
992;2022-01-27;44;M;Guerra;Básico;Cartão de Crédito;11;42;59;4;10;3;0
993;2024-03-22;65;M;Carvalho;Básico;PayPal;34;14;113;10;10;5;1
994;2023-06-07;23;M;Guerra do Amparo;Standard;PayPal;1;17;189;2;5;2;1
995;2022-11-10;56;M;Costa;Standard;Cartão de Crédito;22;11;182;4;9;4;1
996;2023-02-25;41;F;Leão da Mata;Premium;Boleto;36;10;192;4;6;4;0
997;2024-04-27;46;F;Borges;Standard;Boleto;17;35;76;6;4;1;1
998;2022-10-25;57;F;Novais da Mata;Premium;Boleto;9;37;124;7;10;1;1
999;2022-04-18;32;M;Ramos Grande;Standard;Cartão de Crédito;17;2;194;0;3;4;1
1000;2021-09-20;40;F;Sousa;Básico;Boleto;29;46;89;1;5;0;1
